YEAR,MONTH,DAY,HOUR,MINUTE,LATITUDE,LONGITUDE,LOCATION_NAME,COUNTRY,REGION,CAUSE,EVENT_VALIDITY,EQ_MAGNITUDE,EQ_DEPTH,TS_INTENSITY
1950,11,8,2,18,-10,159.5,SOLOMON SEA,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,7.3,33,
1950,10,23,16,13,14.31,-91.917,GUATEMALA,GUATEMALA,West Coast of North and Central America,Earthquake,Definite Tsunami,7.5,65,-1
1950,3,14,18,10,-37.8,177.2,N. NEW ZEALAND,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Questionable Tsunami,5.8,,0
1949,10,19,21,0,-5.5,154,SOLOMON SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.5,60,-1
1949,5,9,13,36,5,95,BANDA ACEH,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,6.7,,
1949,1,27,11,0,54.6,163.5,KAMCHATKA,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,5.9,150,
1948,12,26,7,12,-22.5,-69,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Probable Tsunami,7,100,0
1948,4,17,16,11,33.1,135.6,TOKAIDO,JAPAN,Japan,Earthquake,Definite Tsunami,7.2,40,-1
1947,11,4,0,9,43.8,141,W. HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7,33,1
1947,5,17,7,6,-38.42,178.88,OFF COAST OF NORTH ISLAND,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,6.9,12,
1947,3,25,20,32,-38.85,178.87,OFF COAST OF NORTH ISLAND,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,Probable Tsunami,7.1,12,3
1946,11,1,11,14,51.5,-174.5,"ANDREANOF ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Very Doubtful Tsunami,7,40,
1946,9,30,0,59,-14,-76.25,S. PERU,PERU,West Coast of South America,Earthquake,Questionable Tsunami,7,70,
1946,6,23,17,13,49.87,-124.92,BRITISH COLUMBIA,CANADA,West Coast of North and Central America,Earthquake and Landslide,Definite Tsunami,7.3,,2
1941,12,6,21,24,8.5,-84,COSTA RICA-PANAMA,COSTA RICA,West Coast of North and Central America,Earthquake,Definite Tsunami,6.9,,-4
1941,2,9,9,44,40.5,-125.25,NORTHERN CALIFORNIA,USA,West Coast of North and Central America,Earthquake,Event that only caused a seiche or disturbance in an inland river,6.6,,
1941,1,13,16,27,-4.175,152.071,BISMARCK SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.4,15,-2.5
1940,10,11,18,41,-41.5,-74.5,SOUTHERN CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,7,33,
1939,8,15,3,52,22.2,-79.1,SANTA CLARA,CUBA,Caribbean Sea,Earthquake,Questionable Tsunami,5.6,,
1939,5,6,17,0,13.5,121.25,"TAYABAS BAY, SULU SEA",PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Very Doubtful Tsunami,6.5,110,0.5
1939,4,18,6,22,-27,-70.5,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,7.4,100,
1939,3,20,3,22,32.3,132,SEIKAIDO,JAPAN,Japan,Earthquake,Definite Tsunami,6.6,20,0
1938,11,22,1,14,36.7,142.1,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,6.9,10,-2.5
1938,11,13,22,31,37,141.5,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,6,60,-1.5
1963,12,18,0,30,-24.8,-176.6,TONGA TRENCH,TONGA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Questionable Tsunami,7.2,46,0.5
1962,12,21,8,42,52.47,-168.54,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Very Doubtful Tsunami,6.5,33,
1961,11,15,7,17,42.7,145.7,SE. HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,6.9,60,-3.5
1958,4,21,22,37,-4.5,104,"BENGKULU, SUMATRA",INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,6.5,200,0.5
1940,10,4,7,54,-22,-71,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,7.3,75,
1938,11,30,2,29,37,142.2,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,7,50,-3
1931,9,25,5,59,-5,102.75,SW. SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Probable Tsunami,7.4,,
1926,12,9,,,-28,-71,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,6,33,0.5
1925,11,16,11,54,18.5,-107,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Very Doubtful Tsunami,7,80,3
1922,11,7,23,0,-28,-72,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,7,33,
1928,2,9,,,49,-125,BRITISH COLUMBIA,CANADA,West Coast of North and Central America,Earthquake,Questionable Tsunami,5.8,33,0
1927,12,28,18,20,55.663,160.039,KAMCHATKA,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.5,35,
1927,11,21,23,12,-44.6,-73,SOUTHERN CHILE,CHILE,West Coast of South America,Earthquake,Probable Tsunami,7.1,33,2
1927,8,5,21,13,37.9,142,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,6.9,10,
1926,9,16,17,59,-9.674,159.519,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.9,35,1.5
1925,2,23,23,53,60,-146,"GULF OF ALASKA, AK",USA,Alaska (including Aleutian Islands),Earthquake and Landslide,Probable Tsunami,6,,1
1925,1,8,,,-8,115,BANDA SEA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Very Doubtful Tsunami,,,0
1924,5,6,16,9,16,118,PHILIPPINES,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake and Landslide,Definite Tsunami,6.5,,1.5
1924,4,14,16,20,6.5,126.5,E. MINDANAO ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake and Landslide,Definite Tsunami,8.3,33,0.5
1924,3,15,10,31,49.179,142.436,TATAR STRAIT,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Event that only caused a seiche or disturbance in an inland river,6.8,15,
1923,11,4,0,4,-4.539,153.107,NEW BRITAIN,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Very Doubtful Tsunami,7.1,149,
1923,11,2,21,8,-4.653,154.232,BISMARCK SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,7.1,145,
1923,7,18,2,24,9.3,125,"BUTUAN, SULU SEA",PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Very Doubtful Tsunami,5.5,,1
1923,6,1,17,24,35.4,141.8,"KASHIMA, JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,7.3,40,-1.5
1923,3,2,16,48,6.5,124,"MINDANAO ISLAND, PHILIPPINES",PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Probable Tsunami,7.2,22,0.5
1923,1,22,9,4,40.8,-124.5,N. CALIFORNIA,USA,West Coast of North and Central America,Earthquake,Event that only caused a seiche or disturbance in an inland river,7.2,,
1922,12,25,3,33,-43,173,SE. NEW ZEALAND,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Probable Tsunami,6.3,,0
1922,7,8,,,5.5,95.2,"LHOKNGA, ACEH",INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Very Doubtful Tsunami,,,0
1937,9,21,21,2,56,162.5,KAMCHATKA,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Probable Tsunami,5.7,33,1
1936,11,2,20,46,38.2,142.2,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,7.7,40,
1936,7,13,11,12,-24.5,-70,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,7.3,60,0.5
1935,11,25,10,3,5.5,94,CELEBES SEA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,6.5,,
1935,10,18,0,11,40.7,144.3,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,7,10,-2
1935,10,12,16,45,39.9,143.7,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,7.2,10,-1
1935,7,19,0,50,36.6,141.4,JAPAN,JAPAN,Japan,Earthquake,Definite Tsunami,6.5,,
1934,7,21,6,18,-11.139,165.503,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,7.2,35,
1933,10,2,15,29,-2,-81,ECUADOR,ECUADOR,West Coast of South America,Earthquake,Probable Tsunami,6.9,33,1.5
1933,6,18,21,37,38.1,142.4,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,7.1,20,
1932,9,15,13,54,-39,177.5,N. NEW ZEALAND,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Questionable Tsunami,6.8,,0
1932,9,9,13,38,-3.57,128.35,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Questionable Tsunami,6.2,17,0
1931,3,18,8,2,-32.5,-72,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,7.1,33,
1931,2,13,1,27,-39.5,177,N. NEW ZEALAND,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Very Doubtful Tsunami,7.1,,0
1930,12,29,8,26,-28.5,-71,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,6,,0.5
1930,9,30,21,20,-4.423,145.46,BISMARCK SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,6.6,35,
1930,9,11,,,1.2,124.57,CELEBES SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Very Doubtful Tsunami,,,0
1930,7,19,15,20,-9.3,114.3,SOUTH OF JAVA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,6.5,100,
1930,6,19,13,7,-5.6,105.3,SOUTH OF JAVA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Probable Tsunami,6,33,
1929,5,26,22,39,51,-131,BRITISH COLUMBIA,CANADA,West Coast of North and Central America,Earthquake,Probable Tsunami,7,33,0
1929,5,21,16,35,31.7,132.2,HIUGANADA,JAPAN,Japan,Earthquake,Definite Tsunami,7.1,30,
1928,11,20,20,35,-22.5,-70.5,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,7.1,33,
1928,7,18,19,5,-5.5,-79,N. PERU,PERU,West Coast of South America,Earthquake,Questionable Tsunami,7,70,
1928,5,18,,,-19.83,-174.36,LIFUKA ISLAND,TONGA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Questionable Tsunami,,,0.5
1928,5,3,1,25,40.8,26.8,WESTERN TURKEY,TURKEY,Mediterranean Sea,Earthquake,Questionable Tsunami,4.3,,2
1928,4,27,20,34,-13,-69.5,S. PERU,PERU,West Coast of South America,Earthquake,Event that only caused a seiche or disturbance in an inland river,6.8,,
1934,12,4,17,24,-19.5,-69.5,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,6.9,130,
1968,4,1,0,42,32.3,132.5,SEIKAIDO,JAPAN,Japan,Earthquake,Definite Tsunami,7.5,30,1
1968,2,19,22,45,39.368,24.957,"LEMNOS ISLAND, NORTH AEGEAN SEA",GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,7.2,15,3
1967,8,13,22,15,-4.4,152.5,BISMARCK SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,6.4,30,
1967,4,12,4,51,5.5,97.3,NORTHEAST SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Probable Tsunami,6.1,100,1.5
1966,12,28,8,18,-25.5,-70.7,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,7.8,47,0.5
1966,10,17,21,41,-10.748,-78.638,CENTRAL PERU,PERU,West Coast of South America,Earthquake,Definite Tsunami,8.1,38,1.5
1966,6,15,0,59,-10.343,160.883,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,7.1,31,1
1966,3,12,16,31,24.1,122.6,E. TAIWAN-RYUKYU ISLANDS,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,Probable Tsunami,7.6,48,0
1965,8,23,19,46,16.3,-95.8,MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.8,,
1965,3,30,2,27,50.32,177.93,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.6,20,-1
1965,2,4,5,1,51.29,178.55,"RAT ISLANDS, ALEUTIAN ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,8.7,36,2.5
1964,11,17,8,15,-5.7,150.7,NEW BRITAIN,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,7.6,45,
1964,4,2,1,11,5.8,95.4,OFF NORTHWEST COAST OF INDONESIA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake and Landslide,Probable Tsunami,7,100,0
1963,10,20,0,53,44.772,150.563,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,7.9,28,3
1963,10,13,5,17,44.772,149.798,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,8.5,13,2.5
1963,9,24,16,30,-10.385,-78.022,CENTRAL PERU,PERU,West Coast of South America,Earthquake,Questionable Tsunami,7,75,
1963,2,13,8,50,24.4,122.1,E. TAIWAN-RYUKYU ISLANDS,TAIWAN,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.3,47,-2
1962,5,19,14,58,17.2,-99.5,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Probable Tsunami,7.2,33,
1962,5,11,14,11,17.2,-99.6,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7,40,0
1961,2,26,18,10,31.6,131.8,SEIKAIDO,JAPAN,Japan,Earthquake,Definite Tsunami,7.6,74,-0.5
1960,5,21,10,2,-37.872,-73.243,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,8.2,35,-1
1960,2,29,23,40,30.5,-9.5,MOROCCO,MOROCCO,West Coast of Africa,Earthquake,Very Doubtful Tsunami,6.8,,
1960,1,13,15,40,-15.75,-72.75,S. PERU,PERU,West Coast of South America,Earthquake,Very Doubtful Tsunami,7.8,160,3
1959,8,17,21,4,-7.5,156,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Definite Tsunami,7.3,33,
1959,5,4,7,15,52.5,159.5,KAMCHATKA,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,8.2,60,1
1958,11,6,22,58,44.53,148.54,S. KURIL ISLANDS,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Definite Tsunami,8.3,40,2.5
1957,7,28,8,40,16.5,-99.1,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.9,25,0.5
1957,6,22,23,50,-1.5,137,NW. IRIAN JAYA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,7.3,33,
1956,11,2,16,4,39.5,23,NORTH AEGEAN,GREECE,Mediterranean Sea,Earthquake,Questionable Tsunami,5.8,,2
1953,12,12,17,31,-3.4,-80.6,N. PERU,PERU,West Coast of South America,Earthquake,Definite Tsunami,7.4,30,0.5
1953,11,25,17,48,34,141.7,"KASHIMA, JAPAN",JAPAN,Japan,Earthquake,Definite Tsunami,7.4,60,1.5
1953,5,6,17,16,-36.5,-72.5,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,7.6,60,
1952,3,19,10,57,9.5,127.25,"E. OF MINDANO, PHILIPPINES",PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.8,25,
1952,3,9,17,4,41.7,143.6,SE. HOKKAIDO ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7,20,-2
1951,8,21,10,57,19.5,-156,HAWAII,USA,"Hawaii, Johnston Atoll, Midway I",Earthquake,Definite Tsunami,6.9,12,0.5
1950,12,14,14,15,16.48,-98.22,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.5,50,
1950,12,10,2,50,-14.25,-77.75,S. PERU,PERU,West Coast of South America,Earthquake,Questionable Tsunami,7,80,0
1950,10,5,16,9,11,-85,COSTA RICA-NICARAGUA,COSTA RICA,West Coast of North and Central America,Earthquake,Definite Tsunami,7.7,33,-2
1950,8,15,14,9,28.5,96.5,INDIA-CHINA,INDIA,Indian Ocean (including west coast of Australia),Earthquake,Event that only caused a seiche or disturbance in an inland river,8.6,33,
1950,8,3,,,10.5,-68,EL TOCUYO,VENEZUELA,Caribbean Sea,Earthquake,Questionable Tsunami,6.8,,
1949,12,17,15,7,-54,-71,SOUTHERN CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,7.8,33,
1949,8,22,4,1,53.6,-133.3,BRITISH COLUMBIA,CANADA,West Coast of North and Central America,Earthquake and Landslide,Definite Tsunami,8.1,25,
1949,7,23,15,3,38.718,26.482,"CHIOS ISLAND, AEGEAN ISLANDS",GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,6.5,15,2
1949,4,20,3,29,-38,-73.5,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,7.3,70,
1949,4,13,19,56,47.167,-122.617,"PUGET SOUND, WA",USA,West Coast of North and Central America,Earthquake and Landslide,Probable Tsunami,7,70,
1948,12,3,0,22,22,-106,MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Questionable Tsunami,6.9,,1.5
1948,9,8,15,9,-21,-174,TONGA TRENCH,TONGA,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake,Definite Tsunami,7.8,33,1.5
1948,4,22,10,42,38.532,20.427,IONIAN SEA,GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,6.5,15,4
1948,2,9,12,58,35.5,27.2,"DODECANESE, KARPATHOS IS.",GREECE,Mediterranean Sea,Earthquake,Definite Tsunami,7.1,40,4
1947,10,6,19,55,37,22,"PELOPONNESUS, GREECE",GREECE,Mediterranean Sea,Earthquake and Landslide,Probable Tsunami,6.9,28,2
1946,8,2,19,18,-26.5,-70.5,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Questionable Tsunami,7.9,60,9
1945,1,12,18,38,34.7,137.2,TOKAIDO,JAPAN,Japan,Earthquake,Definite Tsunami,7.1,33,-0.5
1943,4,6,16,7,-30.75,-72,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Definite Tsunami,8.2,35,
1942,8,24,22,50,-15,-76,S. PERU,PERU,West Coast of South America,Earthquake and Landslide,Definite Tsunami,8.2,60,1
1942,5,22,10,30,4.6,-74.5,COLOMBIA,COLOMBIA,West Coast of South America,Earthquake,Very Doubtful Tsunami,5.8,130,1
1941,12,5,20,46,8.7,-83.2,COSTA RICA-PANAMA,COSTA RICA,West Coast of North and Central America,Earthquake,Definite Tsunami,7.6,,-3
1941,6,26,11,52,11.94,92.626,"ANDAMAN SEA, E. COAST INDIA",INDIA,Indian Ocean (including west coast of Australia),Earthquake,Definite Tsunami,8,20,
1940,5,24,16,33,-10.5,-77,CENTRAL PERU,PERU,West Coast of South America,Earthquake,Questionable Tsunami,8.2,60,1.5
1939,12,21,21,0,0,123,N. MOLUCCAS ISLANDS,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Probable Tsunami,8,150,
1939,6,22,19,19,5.18,-0.13,GOLD COAST,GHANA,West Coast of Africa,Earthquake,Questionable Tsunami,6.4,13,
1939,5,1,5,58,40.1,139.5,NW. HONSHU ISLAND,JAPAN,Japan,Earthquake,Definite Tsunami,7,,0
1939,1,30,2,18,-7.08,155.386,SOLOMON SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Questionable Tsunami,7.7,35,1
1939,1,25,3,32,-36.25,-72.25,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,8.3,60,
1938,11,10,20,18,55.48,-158.37,"SHUMAGIN ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,8.2,25,
1938,11,6,8,53,37.5,141.8,OFF FUKUSHIMA PREFECTURE,JAPAN,Japan,Earthquake,Definite Tsunami,7.5,0,-0.5
1938,11,5,10,50,37.2,141.7,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,7.6,30,-0.5
1938,11,5,8,43,37.1,141.7,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,7.7,30,-0.5
1938,6,10,9,53,25.321,125.115,RYUKYU ISLANDS,JAPAN,Japan,Earthquake,Definite Tsunami,7.6,35,0
1938,5,12,15,38,-6,147.8,SOLOMON SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,7.5,,
1938,2,1,19,4,-5.25,130.5,BANDA SEA,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,8.5,,1.5
1937,8,20,11,59,14.5,121.5,W. LUZON ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Probable Tsunami,7.5,60,1
1936,11,13,12,31,55.2,164,KAMCHATKA,RUSSIA,Kamchatka and Kuril Islands,Earthquake,Questionable Tsunami,7.3,,2
1936,8,23,21,12,6.1,94.7,OFF NORTHWEST COAST,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Questionable Tsunami,7.3,,
1936,4,1,2,9,4.5,126.5,SULAWESI,INDONESIA,Indonesia (Pacific Ocean) and Malaysia,Earthquake,Definite Tsunami,7.7,60,2
1935,12,28,2,35,0.001,98.25,SW. SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Very Doubtful Tsunami,7.9,33,
1935,9,20,1,46,-3.824,141.416,BISMARCK SEA,PAPUA NEW GUINEA,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,7.8,30,
1935,5,30,21,32,29.5,66.8,QUETTA,PAKISTAN,Indian Ocean (including west coast of Australia),Earthquake,Event that only caused a seiche or disturbance in an inland river,7.5,,
1934,7,18,19,40,-11.907,166.731,SOLOMON ISLANDS,SOLOMON ISLANDS,"New Caledonia, New Guinea, Solomon Is., Vanuatu",Earthquake,Probable Tsunami,7.8,35,
1934,7,18,1,36,8,-82.5,COSTA RICA-PANAMA,PANAMA,West Coast of North and Central America,Earthquake,Probable Tsunami,7.7,60,1.5
1934,2,14,3,59,17.5,119,SOUTH CHINA SEA,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Definite Tsunami,7.9,55,0.5
1934,1,15,8,43,26.773,86.76,"BIHAR-NEPAL, GANGES RIVER",NEPAL,Indian Ocean (including west coast of Australia),Earthquake,Event that only caused a seiche or disturbance in an inland river,8,35,
1933,4,23,5,57,36.759,27.299,"COS, DODECANESE",GREECE,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,6.4,15,
1933,3,11,1,54,33.616,-117.966,S. CALIFORNIA,USA,West Coast of North and Central America,Meteorological,Very Doubtful Tsunami,6.3,16,-3
1933,2,23,8,9,-20,-71,NORTHERN CHILE,CHILE,West Coast of South America,Earthquake,Very Doubtful Tsunami,7.6,40,
1932,9,26,19,20,40.5,23.9,NORTH AEGEAN,GREECE,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,6.9,35,3
1932,6,18,10,12,19.081,-103.631,CENTRAL MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.8,15,0.5
1932,2,3,6,16,20,-75.8,SANTIAGO DE CUBA,CUBA,Caribbean Sea,Earthquake,Questionable Tsunami,6.7,,
1931,11,2,10,2,32.2,132.1,SEIKAIDO,JAPAN,Japan,Earthquake,Definite Tsunami,7.1,40,
1931,3,9,3,49,41.2,142.5,SANRIKU,JAPAN,Japan,Earthquake,Definite Tsunami,7.6,60,-1
1931,2,2,22,46,-39.772,176.025,N. NEW ZEALAND,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,Definite Tsunami,7.7,35,0
1929,6,16,22,47,-41.75,172.25,TASMAN SEA,NEW ZEALAND,"E Coast Australia, New Zealand, South Pacific Is.",Earthquake and Landslide,Questionable Tsunami,7.5,,1.5
1929,6,13,9,24,8.5,127,E. MINDANAO ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,7.2,,0.5
1929,3,7,1,34,50.88,-169.71,"FOX ISLANDS, ALEUTIAN ISLANDS, AK",USA,Alaska (including Aleutian Islands),Earthquake,Definite Tsunami,7.8,50,
1929,1,17,11,52,10.6,-65.6,CUMANA,VENEZUELA,Caribbean Sea,Earthquake,Definite Tsunami,6.9,,
1928,12,1,4,6,-35,-72,CENTRAL CHILE,CHILE,West Coast of South America,Earthquake,Probable Tsunami,7.6,25,0.5
1928,6,17,3,19,16.028,-97.036,S. MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.7,35,1
1928,6,15,6,12,12.4,120.9,SULU SEA,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Probable Tsunami,7,33,0.5
1928,4,22,20,13,38,23,CORINTHOS-PATRAS GULF,GREECE,Mediterranean Sea,Earthquake,Probable Tsunami,6,29,3
1928,3,31,0,29,38.1,27.4,EAST AEGEAN,GREECE,Mediterranean Sea,Earthquake,Very Doubtful Tsunami,6.5,,2
1928,3,22,4,17,15.67,-96.1,MEXICO,MEXICO,West Coast of North and Central America,Earthquake,Definite Tsunami,7.7,60,
1927,11,4,13,50,34.813,-120.774,S. CALIFORNIA,USA,West Coast of North and Central America,Earthquake,Definite Tsunami,7.3,10,1
1927,3,7,9,27,35.6,135.1,SW. HONSHU ISLAND,JAPAN,Japan,Earthquake and Landslide,Definite Tsunami,7.6,10,0.5
1926,6,28,3,23,-0.7,100.6,SW. SUMATRA,INDONESIA,Indian Ocean (including west coast of Australia),Earthquake,Event that only caused a seiche or disturbance in an inland river,5.8,,
1925,5,25,3,43,12.2,122.1,W. LUZON ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,6.3,,0.5
1924,8,30,3,4,8.5,126.5,E. MINDANAO ISLAND,PHILIPPINES,"China, North and South Korea, Philippines, Taiwan",Earthquake,Questionable Tsunami,7.3,33,0.5
